"age","government_work","education","marital_status","occupation","relationship","ethnicity","gender","capital_gain","capital_loss","hours_per_week","income","country"
55,"Federal gov","Masters","Married civ spouse","Exec managerial","Husband","White","Male",0,0,60,">50K","United States"
46,"Private","HS to grad","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,40,"<=50K","United States"
36,"Private","Assoc to acdm","Never married","Craft repair","Not in family","White","Male",0,0,40,"<=50K","United States"
30,"Private","HS to grad","Divorced","Other service","Unmarried","White","Female",0,0,32,"<=50K","United States"
60,NA,"Some to college","Widowed",NA,"Not in family","Black","Female",0,0,40,"<=50K","United States"
24,"Private","HS to grad","Separated","Sales","Unmarried","White","Female",0,0,48,"<=50K","United States"
42,"Self emp not inc","Some to college","Separated","Other service","Unmarried","Black","Female",0,0,50,"<=50K","United States"
26,"Private","HS to grad","Separated","Exec managerial","Own child","White","Female",0,0,40,"<=50K","United States"
37,"Private","Bachelors","Married civ spouse","Prof specialty","Husband","White","Male",0,0,40,"<=50K","United States"
26,"Private","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,0,48,"<=50K","United States"
23,"Private","Assoc to voc","Never married","Craft repair","Unmarried","White","Male",0,0,50,"<=50K","United States"
60,"Private","Masters","Married civ spouse","Exec managerial","Husband","White","Male",0,0,60,">50K","United States"
49,"Federal gov","HS to grad","Divorced","Adm clerical","Unmarried","Black","Female",0,0,40,"<=50K","United States"
46,"Private","Some to college","Married civ spouse","Adm clerical","Husband","White","Male",0,0,40,"<=50K","United States"
21,"Private","HS to grad","Never married","Machine op inspct","Not in family","White","Male",0,0,40,"<=50K","United States"
48,"Self emp not inc","Prof to school","Married civ spouse","Craft repair","Husband","White","Male",0,0,60,"<=50K","United States"
70,"Self emp inc","9th","Divorced","Sales","Not in family","White","Male",0,0,45,"<=50K","United States"
44,"Local gov","Masters","Never married","Prof specialty","Own child","White","Female",0,0,55,"<=50K","United States"
58,"Private","Bachelors","Married civ spouse","Sales","Husband","White","Male",0,0,40,"<=50K","United States"
54,"Private","7th to 8th","Divorced","Machine op inspct","Unmarried","White","Female",0,3900,40,"<=50K","United States"
28,"Private","10th","Divorced","Handlers cleaners","Not in family","White","Male",0,0,40,"<=50K","United States"
65,"Private","11th","Married civ spouse","Handlers cleaners","Husband","White","Male",0,0,20,"<=50K","United States"
82,"Private","5th to 6th","Widowed","Other service","Unmarried","White","Male",0,0,20,"<=50K","United States"
48,"Self emp not inc","Some to college","Married civ spouse","Transport moving","Husband","White","Male",0,0,50,">50K","United States"
68,"Private","Masters","Never married","Adm clerical","Not in family","White","Female",6360,0,20,"<=50K","United States"
42,"Private","HS to grad","Married civ spouse","Other service","Husband","White","Male",0,0,40,"<=50K","United States"
24,"Private","HS to grad","Never married","Adm clerical","Not in family","White","Female",0,2001,37,"<=50K","United States"
54,"Private","Some to college","Married civ spouse","Handlers cleaners","Husband","Black","Male",0,0,40,"<=50K","United States"
22,"Private","Some to college","Never married","Handlers cleaners","Own child","White","Male",0,0,40,"<=50K","United States"
43,"Self emp not inc","Some to college","Married civ spouse","Farming fishing","Husband","White","Male",0,0,84,"<=50K","United States"
17,"Private","9th","Never married","Other service","Own child","White","Female",0,0,35,"<=50K","United States"
46,"Self emp not inc","HS to grad","Divorced","Transport moving","Not in family","White","Male",0,0,50,"<=50K","United States"
59,"Private","Some to college","Married civ spouse","Tech support","Husband","White","Male",0,0,40,">50K","United States"
37,"Private","HS to grad","Married civ spouse","Handlers cleaners","Husband","White","Male",0,0,40,"<=50K","United States"
70,NA,"HS to grad","Married civ spouse",NA,"Husband","White","Male",2228,0,24,"<=50K","United States"
57,"Self emp inc","HS to grad","Married civ spouse","Sales","Husband","White","Male",0,1902,30,">50K","United States"
47,NA,"HS to grad","Married civ spouse",NA,"Not in family","White","Female",0,0,35,"<=50K","United States"
31,"Private","HS to grad","Never married","Sales","Unmarried","Black","Female",0,0,24,"<=50K","United States"
23,"Private","HS to grad","Never married","Adm clerical","Own child","White","Female",0,0,40,"<=50K","United States"
17,"Private","12th","Never married","Other service","Own child","White","Female",0,1721,25,"<=50K","United States"
44,"Private","Prof to school","Divorced","Prof specialty","Not in family","White","Male",0,0,55,">50K","United States"
30,"Private","Prof to school","Married civ spouse","Prof specialty","Husband","White","Male",0,0,60,">50K","United States"
23,"Private","Some to college","Never married","Prof specialty","Own child","White","Male",0,0,20,"<=50K","United States"
44,"Private","Masters","Married civ spouse","Prof specialty","Husband","White","Male",0,1887,60,">50K","United States"
24,"Private","Some to college","Never married","Sales","Own child","White","Female",0,0,40,"<=50K","United States"
34,"Private","Some to college","Never married","Handlers cleaners","Other relative","White","Male",0,0,20,"<=50K","United States"
37,"Private","Some to college","Married civ spouse","Craft repair","Husband","White","Male",0,0,65,"<=50K","United States"
24,"Private","11th","Never married","Machine op inspct","Unmarried","White","Female",0,0,40,"<=50K","United States"
32,"Private","HS to grad","Divorced","Machine op inspct","Own child","Black","Female",0,0,40,"<=50K","United States"
20,"Private","Some to college","Never married","Other service","Own child","White","Female",0,0,10,"<=50K","United States"
34,"State gov","Some to college","Married civ spouse","Prof specialty","Husband","Black","Male",4386,0,40,">50K","United States"
47,"Federal gov","HS to grad","Divorced","Adm clerical","Not in family","White","Female",0,0,40,"<=50K","United States"
36,"Self emp not inc","HS to grad","Married civ spouse","Farming fishing","Husband","White","Male",0,1977,65,">50K","United States"
60,"Private","HS to grad","Married civ spouse","Sales","Husband","White","Male",0,0,50,"<=50K","United States"
64,"Self emp inc","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",2635,0,10,"<=50K","United States"
32,"Local gov","Bachelors","Married civ spouse","Adm clerical","Wife","White","Female",0,0,40,"<=50K","United States"
33,"State gov","10th","Married civ spouse","Other service","Husband","White","Male",0,0,40,"<=50K","United States"
71,"Private","Bachelors","Never married","Exec managerial","Not in family","White","Female",0,0,14,"<=50K","United States"
55,"Local gov","Some to college","Divorced","Exec managerial","Not in family","Amer Indian Eskimo","Female",0,0,40,"<=50K","United States"
85,"Self emp not inc","HS to grad","Widowed","Sales","Not in family","White","Female",0,0,50,"<=50K","United States"
25,"Private","Some to college","Never married","Craft repair","Own child","White","Male",0,0,55,"<=50K","United States"
58,"Private","Some to college","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,">50K","United States"
57,"Private","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
30,"Private","Assoc to voc","Divorced","Prof specialty","Unmarried","White","Female",0,0,36,"<=50K","United States"
19,"Private","11th","Divorced","Sales","Unmarried","White","Female",0,0,20,"<=50K","United States"
40,"Private","Some to college","Married civ spouse","Prof specialty","Husband","White","Male",0,0,40,">50K","United States"
28,"Private","HS to grad","Never married","Protective serv","Unmarried","Amer Indian Eskimo","Female",0,0,40,"<=50K","United States"
43,"Federal gov","Bachelors","Married civ spouse","Prof specialty","Husband","White","Male",0,0,40,"<=50K","United States"
40,NA,"HS to grad","Married civ spouse",NA,"Wife","White","Female",0,0,35,">50K","United States"
19,"Private","HS to grad","Never married","Other service","Own child","White","Female",0,0,15,"<=50K","United States"
24,"Private","HS to grad","Never married","Exec managerial","Not in family","White","Male",0,0,38,"<=50K","United States"
34,"Private","Bachelors","Never married","Sales","Not in family","White","Male",0,0,65,">50K","United States"
22,"Private","HS to grad","Never married","Other service","Not in family","White","Female",0,0,40,"<=50K","United States"
64,"Self emp not inc","Assoc to voc","Married civ spouse","Farming fishing","Husband","White","Male",0,0,55,"<=50K","United States"
26,"Private","11th","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
80,"Private","HS to grad","Married spouse absent","Adm clerical","Not in family","White","Female",0,0,16,"<=50K","United States"
79,"Local gov","Doctorate","Widowed","Prof specialty","Unmarried","White","Female",0,0,40,"<=50K","United States"
58,"Self emp not inc","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,">50K","United States"
43,"Private","Bachelors","Divorced","Tech support","Not in family","White","Male",0,1876,40,"<=50K","United States"
43,"Private","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,">50K","United States"
46,"Private","HS to grad","Divorced","Other service","Not in family","White","Male",0,0,25,"<=50K","United States"
35,"Private","HS to grad","Married civ spouse","Exec managerial","Wife","White","Female",0,0,40,">50K","United States"
51,"Private","Assoc to voc","Married civ spouse","Craft repair","Husband","White","Male",5013,0,40,"<=50K","United States"
52,"Local gov","Masters","Divorced","Exec managerial","Not in family","White","Female",4787,0,60,">50K","United States"
43,"Self emp inc","Bachelors","Married civ spouse","Sales","Husband","White","Male",0,0,60,">50K","United States"
68,"Private","Some to college","Widowed","Exec managerial","Not in family","White","Female",0,0,45,"<=50K","United States"
34,"State gov","Bachelors","Married civ spouse","Prof specialty","Wife","White","Female",0,0,45,">50K","United States"
22,"Private","HS to grad","Never married","Sales","Own child","Black","Female",0,0,40,"<=50K","United States"
32,"Private","HS to grad","Married civ spouse","Transport moving","Husband","White","Male",0,0,55,"<=50K","United States"
65,"Self emp not inc","10th","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
28,"Private","Some to college","Never married","Machine op inspct","Own child","White","Male",0,0,60,"<=50K","United States"
40,"Self emp inc","Bachelors","Never married","Prof specialty","Not in family","White","Female",0,0,45,"<=50K","United States"
40,"Private","11th","Never married","Other service","Other relative","White","Male",0,0,40,"<=50K","United States"
52,"Private","HS to grad","Separated","Other service","Other relative","White","Female",0,0,20,"<=50K","United States"
35,"Private","Some to college","Married civ spouse","Craft repair","Husband","White","Male",0,0,60,"<=50K","United States"
62,"Self emp not inc","5th to 6th","Married civ spouse","Farming fishing","Husband","White","Male",0,0,30,"<=50K","United States"
